ID,Created,Ticket ID,Duplicate,Alarm Date,Alarm Time,Alarm Date formatted,alarm_date_time,Alarm Date Time,Day of Alarm,Month of Alarm,Month of Alarm Text,Year of Alarm,Year Month of Alarm,Time of Alarm,ampm,Alarm Time formatted,Site Address ID,Site Name,State (from State),Responsible Party Short,Reason for Activation,Type of Activation,Location of Alarm,Retailer Responsible,Contractor Responsible,Shop Number,Area / Zone Description,AFA Code,Short Description (from AFA Codes),Chargeable (from AFA Codes)
627,45322.26834,WF0627,,1/30/24,10:23:00 PM,30/01/2024,2024-01-30 22:23 PM,30/01/2024 22:23 PM,30,1,Jan,2024,2024-01,10:23:00 AM,pm,10:23:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Speciality Retail,San Valentino,,Shop Food 511,,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
603,45322.26834,WF0603,,1/16/24,5:56:00 PM,16/01/2024,2024-01-16 17:56 PM,16/01/2024 17:56 PM,16,1,Jan,2024,2024-01,5:56:00 AM,pm,5:56:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,Smoke or heat detector suspected malfunction,Smoke/Thermal,Common mall,,,,AZF 115 Endota Spa,"738 - Alarm system suspected malfunction – eg fault in wiring, alarm panel, poor maintenance",Alarm system suspected malfunction,Yes
594,45322.26834,WF0594,,1/12/2024,3:25:00 PM,12/01/2024,2024-01-12 15:25 PM,12/01/2024 15:25 PM,12,1,Jan,2024,2024-01,3:25:00 AM,pm,3:25:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Car Park,,,,,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
567,45322.26834,WF0567,,12/29/23,2:02:00 PM,29/12/2023,2023-12-29 14:02 PM,29/12/2023 14:02 PM,29,12,Dec,2023,2023-12,2:02:00 AM,pm,2:02:00 PM,68691,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,Poor maintenance,Smoke/Thermal,Car Park,,,,Brookvale House Carpark,"766 - Alarm activation due to poor building maintenance – eg dust, cobwebs, damage, insects, etc",Poor building maintenance,Yes
564,45322.26834,WF0564,,12/26/23,8:02:00 PM,26/12/2023,2023-12-26 20:02 PM,26/12/2023 20:02 PM,26,12,Dec,2023,2023-12,8:02:00 AM,pm,8:02:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,Smoke or heat detector suspected malfunction,Smoke/Thermal,Common mall,,,,Ground floor outside Priceline Pharmacy- Common mall area,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
558,45322.26834,WF0558,,12/24/23,5:59:00 AM,24/12/2023,45284.24931,45284.24931,24,12,Dec,2023,2023-12,5:59:00 AM,am,5:59:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Contractor,General public nuisance (e.g. Break glass),Break Glass,Common mall,,Glad Cleaning,,R02 Microsoft Entry,711 - Malicious/Mischievous false alarm – eg activation of Break Glass Alarm or Manual Control Point,Malicious alarm,Yes
544,45322.26834,WF0544,,12/15/23,7:30:00 PM,15/12/2023,2023-12-15 19:30 PM,15/12/2023 19:30 PM,15,12,Dec,2023,2023-12,7:30:00 AM,pm,7:30:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Contractor,Accidental tenant/de-fit contractor activation (e.g. Construction dust from fit-out),Smoke/Thermal,Major Tenant,Ex Addidas,Scott Sum,1002,,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
543,45322.26834,WF0543,,12/15/23,1:14:00 PM,15/12/2023,2023-12-15 13:14 PM,15/12/2023 13:14 PM,15,12,Dec,2023,2023-12,1:14:00 AM,pm,1:14:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
540,45322.26834,WF0540,,12/14/23,6:05:00 AM,14/12/2023,45274.25347,45274.25347,14,12,Dec,2023,2023-12,6:05:00 AM,am,6:05:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Major Retailer/tenant, unknown cause of activation",Smoke/Thermal,Major Tenant,Woolworths,,1-1000F1-1000F,,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
516,45322.26834,WF0516,,11/30/23,2:16:00 PM,30/11/2023,2023-11-30 14:16 PM,30/11/2023 14:16 PM,30,11,Nov,2023,2023-11,2:16:00 AM,pm,2:16:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,Marina Rinaldi,,4017,,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
515,45322.26834,WF0515,,11/30/23,8:45:00 AM,30/11/2023,45260.36458,45260.36458,30,11,Nov,2023,2023-11,8:45:00 AM,am,8:45:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,AQUA CULTURE SWIM AC,N/A,1-6CC2,Zone 1,"752 - Heat detector operated – no fire – eg heat from oven, dryer, heater, hair straightener, etc",Heat detector operated,Yes
513,45322.26834,WF0513,,11/29/23,7:29:00 PM,29/11/2023,2023-11-29 19:29 PM,29/11/2023 19:29 PM,29,11,Nov,2023,2023-11,7:29:00 AM,pm,7:29:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,External Event,"Extreme weather conditions (e.g. rain, storm, dust, lighting), rainwater leaking onto detector",Other,Major Tenant,Libary,,N/A,,"702 - Alarm due to extreme weather – rain, storm, dust, flood/rainwater leaking onto detector",Extreme weather,
512,45322.26834,WF0512,,11/29/23,6:03:00 PM,29/11/2023,2023-11-29 18:03 PM,29/11/2023 18:03 PM,29,11,Nov,2023,2023-11,6:03:00 AM,pm,6:03:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,External Event,"Extreme weather conditions (e.g. rain, storm, dust, lighting), rainwater leaking onto detector",Other,Back of house,,,,Level 2 Roof top plant above arena cove.,"702 - Alarm due to extreme weather – rain, storm, dust, flood/rainwater leaking onto detector",Extreme weather,
509,45322.26834,WF0509,,11/29/23,1:26:00 AM,29/11/2023,45259.05972,45259.05972,29,11,Nov,2023,2023-11,1:26:00 AM,am,1:26:00 AM,68691,2Tr2L4zySEteWDtCqgkc,NSW,,,,,,,,,,,
504,45322.26834,WF0504,,11/27/23,9:06:00 PM,27/11/2023,2023-11-27 21:06 PM,27/11/2023 21:06 PM,27,11,Nov,2023,2023-11,9:06:00 AM,pm,9:06:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Contractor,Accidental tenant/de-fit contractor activation (e.g. Construction dust from fit-out),Smoke/Thermal,Speciality Retail,Chanel,Faraday Electrical,Chanel 4026,,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
492,45322.26834,WF0492,,11/24/23,4:38:00 PM,24/11/2023,2023-11-24 16:38 PM,24/11/2023 16:38 PM,24,11,Nov,2023,2023-11,4:38:00 AM,pm,4:38:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Smoke/Thermal,Back of house,N/A,Subcontractors to D&C,N/A,AZF63,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
459,45322.26834,WF0459,,11/09/2023,8:02:00 AM,9/11/2023,45239.33472,45239.33472,9,11,Nov,2023,2023-11,8:02:00 AM,am,8:02:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
448,45322.26834,WF0448,,11/01/2023,2:50:00 PM,1/11/2023,2023-11-01 14:50 PM,01/11/2023 14:50 PM,1,11,Nov,2023,2023-11,2:50:00 AM,pm,2:50:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,Smoke or heat detector suspected malfunction,Smoke/Thermal,Back of house,,,,Zone C - Behind Jay Jays,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
439,45322.26834,WF0439,,10/26/23,8:36:00 AM,26/10/2023,45225.35833,45225.35833,26,10,Oct,2023,2023-10,8:36:00 AM,am,8:36:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Contractor,Accidental tenant/de-fit contractor activation (e.g. Construction dust from fit-out),Smoke/Thermal,Speciality Retail,Ex- Tea 2,Interior Seven - Damon Ashley,2343,Level 1 Galleria,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
433,45322.26834,WF0433,,10/23/23,10:17:00 PM,23/10/2023,2023-10-23 22:17 PM,23/10/2023 22:17 PM,23,10,Oct,2023,2023-10,10:17:00 AM,pm,10:17:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Smoke/Thermal,Back of house,,Trade Wise,,B3 Black Water Plant Room,764 - Incorrect operation/service by servicing company personnel,Incorrect operation,Yes
417,45322.26834,WF0417,,10/11/2023,6:54:00 AM,11/10/2023,45210.2875,45210.2875,11,10,Oct,2023,2023-10,6:54:00 AM,am,6:54:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Contractor,Accidental tenant/de-fit contractor activation (e.g. Construction dust from fit-out),Smoke/Thermal,Major Tenant,Messika hoarding,Nicom Interiors,4035,r04 zone 3 Messika,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
414,45322.26834,WF0414,,10/10/2023,5:49:00 AM,10/10/2023,45209.24236,45209.24236,10,10,Oct,2023,2023-10,5:49:00 AM,am,5:49:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
404,45322.26834,WF0404,,10/04/2023,10:19:00 PM,4/10/2023,2023-10-04 22:19 PM,04/10/2023 22:19 PM,4,10,Oct,2023,2023-10,10:19:00 AM,pm,10:19:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Other,Back of house,,,,Level 2 Community Room,"240 - Non-billable, 24-hour leniency rule for same ASE",Non-billable leniency rule,
402,45322.26834,WF0402,,10/04/2023,4:40:00 AM,4/10/2023,45203.19444,45203.19444,4,10,Oct,2023,2023-10,4:40:00 AM,am,4:40:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Major Tenant,Coles,,1000C,Coles near Deli area,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
398,45322.26834,WF0398,,10/01/2023,5:55:00 AM,1/10/2023,45200.24653,45200.24653,1,10,Oct,2023,2023-10,5:55:00 AM,am,5:55:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
391,45322.26834,WF0391,,9/28/23,11:33:00 PM,28/09/2023,2023-09-28 23:33 PM,28/09/2023 23:33 PM,28,9,Sep,2023,2023-09,11:33:00 AM,pm,11:33:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Break Glass,Major Tenant,Kmart,,1-1000P,,100 - An actual fire reported by the activation of an AFA detection or fire sprinkler system,An actual fire,
384,45322.26834,WF0384,,9/27/23,8:04:00 AM,27/09/2023,45196.33611,45196.33611,27,9,Sep,2023,2023-09,8:04:00 AM,am,8:04:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,AQUA CULTURE SWIM AC,,1-6CC2,,"768 - Alarm activation due to steam – eg shower, bath, sauna, kettle, steam room, etc",Steam,Yes
375,45322.26834,WF0375,,9/22/23,12:26:00 AM,22/09/2023,45191.01806,45191.01806,22,9,Sep,2023,2023-09,12:26:00 PM,am,12:26:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
371,45322.26834,WF0371,,9/19/23,11:05:00 PM,19/09/2023,2023-09-19 23:05 PM,19/09/2023 23:05 PM,19,9,Sep,2023,2023-09,11:05:00 AM,pm,11:05:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Internal Event,Smoke or heat detector suspected malfunction,Smoke/Thermal,Back of house,R05 Sky Tour,,,SKY TOURS CINEMA,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
370,45322.26834,WF0370,,9/19/23,10:21:00 PM,19/09/2023,2023-09-19 22:21 PM,19/09/2023 22:21 PM,19,9,Sep,2023,2023-09,10:21:00 AM,pm,10:21:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Fire Panel fault,Common mall,,,,Zone6 VR5 Installation 23,731 - Sprinkler suspected malfunction – eg loss of pressure and equipment faults,Sprinkler suspected malfunction,Yes
369,45322.26834,WF0369,,9/19/23,7:59:00 PM,19/09/2023,2023-09-19 19:59 PM,19/09/2023 19:59 PM,19,9,Sep,2023,2023-09,7:59:00 AM,pm,7:59:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,Sprinkler suspected malfunction,Pressure Switch,Valve room,,,,PSW AWING ADJ TARGET AZF134 FIRE ALARM,731 - Sprinkler suspected malfunction – eg loss of pressure and equipment faults,Sprinkler suspected malfunction,Yes
346,45322.26834,WF0346,,9/11/2023,9:16:00 AM,11/09/2023,45180.38611,45180.38611,11,9,Sep,2023,2023-09,9:16:00 AM,am,9:16:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
321,45322.26834,WF0321,,8/29/23,6:19:00 PM,29/08/2023,2023-08-29 18:19 PM,29/08/2023 18:19 PM,29,8,Aug,2023,2023-08,6:19:00 AM,pm,6:19:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
306,45322.26834,WF0306,,8/23/23,8:16:00 PM,23/08/2023,2023-08-23 20:16 PM,23/08/2023 20:16 PM,23,8,Aug,2023,2023-08,8:16:00 AM,pm,8:16:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,Aqua Culture Swim Academy,N/A,N/A,Zone 1,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
302,45322.26834,WF0302,,8/20/23,6:14:00 PM,20/08/2023,2023-08-20 18:14 PM,20/08/2023 18:14 PM,20,8,Aug,2023,2023-08,6:14:00 AM,pm,6:14:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
299,45322.26834,WF0299,,8/19/23,1:22:00 PM,19/08/2023,2023-08-19 13:22 PM,19/08/2023 13:22 PM,19,8,Aug,2023,2023-08,1:22:00 AM,pm,1:22:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
288,45322.26834,WF0288,,8/12/2023,7:15:00 PM,12/08/2023,2023-08-12 19:15 PM,12/08/2023 19:15 PM,12,8,Aug,2023,2023-08,7:15:00 AM,pm,7:15:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Smoke/Thermal,Speciality Retail,Laser Clinics,organised by tenancy,Shop 1429,,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
286,45322.26834,WF0286,,8/12/2023,2:38:00 AM,12/08/2023,45150.10972,45150.10972,12,8,Aug,2023,2023-08,2:38:00 AM,am,2:38:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,Revo Fitness,,Shop 5001,R05 Zone 3,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
280,45322.26834,WF0280,,8/09/2023,7:17:00 AM,9/08/2023,45147.30347,45147.30347,9,8,Aug,2023,2023-08,7:17:00 AM,am,7:17:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
274,45322.26834,WF0274,,8/01/2023,10:21:00 PM,1/08/2023,2023-08-01 22:21 PM,01/08/2023 22:21 PM,1,8,Aug,2023,2023-08,10:21:00 AM,pm,10:21:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Pressure Switch,Common mall,N/A,D&C,N/A,AZF 209 Gnd/L1 Block N & O Installation 23 PSW,731 - Sprinkler suspected malfunction – eg loss of pressure and equipment faults,Sprinkler suspected malfunction,Yes
272,45322.26834,WF0272,,7/30/23,5:22:00 PM,30/07/2023,2023-07-30 17:22 PM,30/07/2023 17:22 PM,30,7,Jul,2023,2023-07,5:22:00 AM,pm,5:22:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,General Public,General public nuisance (e.g. Break glass),Smoke/Thermal,Back of house,,,,R05 disable toilet.,"758 - Simulated conditions – eg incense, candles, sparklers, smoke machine, smokers materials, etc",Simulated conditions e.g. Smoke machine,Yes
267,45322.26834,WF0267,,7/25/23,5:34:00 PM,25/07/2023,2023-07-25 17:34 PM,25/07/2023 17:34 PM,25,7,Jul,2023,2023-07,5:34:00 AM,pm,5:34:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Speciality Retail,Zimmerman,,4040,,"768 - Alarm activation due to steam – eg shower, bath, sauna, kettle, steam room, etc",Steam,Yes
259,45322.26834,WF0259,,7/20/23,12:20:00 PM,20/07/2023,45127.51389,45127.51389,20,7,Jul,2023,2023-07,12:20:00 PM,pm,12:20:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,General Public,General public nuisance (e.g. Break glass),Smoke/Thermal,Back of house,,,,inside LEVEL 1 Disable Toilet,751 - Smoke detector operated – no fire – smoke from external source – eg bushfire,Smoke detector operated,
257,45322.26834,WF0257,,7/19/23,2:13:00 PM,19/07/2023,2023-07-19 14:13 PM,19/07/2023 14:13 PM,19,7,Jul,2023,2023-07,2:13:00 AM,pm,2:13:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
255,45322.26834,WF0255,,7/14/23,5:53:00 AM,14/07/2023,45121.24514,45121.24514,14,7,Jul,2023,2023-07,5:53:00 AM,am,5:53:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Common mall,,,,Woolworths corridor entry,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
246,45322.26834,WF0246,,7/05/2023,6:34:00 PM,5/07/2023,2023-07-05 18:34 PM,05/07/2023 18:34 PM,5,7,Jul,2023,2023-07,6:34:00 AM,pm,6:34:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Back of house,Ippudo,,5021,RO5 BOH,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
240,45322.26834,WF0240,,7/02/2023,11:23:00 PM,2/07/2023,2023-07-02 23:23 PM,02/07/2023 23:23 PM,2,7,Jul,2023,2023-07,11:23:00 AM,pm,11:23:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Back of house,,,,BO1 CORRIDOOR LEADING TO KITCHEN,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
236,45322.26834,WF0236,,7/02/2023,2:15:00 AM,2/07/2023,45109.09375,45109.09375,2,7,Jul,2023,2023-07,2:15:00 AM,am,2:15:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,Poor maintenance,Smoke/Thermal,Common mall,,,,AZF 115 outside Bakers Delight,"738 - Alarm system suspected malfunction – eg fault in wiring, alarm panel, poor maintenance",Alarm system suspected malfunction,Yes
233,45322.26834,WF0233,,6/26/23,4:59:00 PM,26/06/2023,2023-06-26 16:59 PM,26/06/2023 16:59 PM,26,6,Jun,2023,2023-06,4:59:00 AM,pm,4:59:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Contractor,Accidental tenant/de-fit contractor activation (e.g. Construction dust from fit-out),Smoke/Thermal,Major Tenant,Laser Clinic australia,Active Ref company,2014,,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
232,45322.26834,WF0232,,6/26/23,8:59:00 AM,26/06/2023,45103.37431,45103.37431,26,6,Jun,2023,2023-06,8:59:00 AM,am,8:59:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Speciality Retail,Planet Mino,Planet Mino,1273,Kitchen,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
231,45322.26834,WF0231,,6/23/23,2:58:00 PM,23/06/2023,2023-06-23 14:58 PM,23/06/2023 14:58 PM,23,6,Jun,2023,2023-06,2:58:00 AM,pm,2:58:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Back of house,,,,B01 Tower Kitchen area near Staff toilets,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
229,45322.26834,WF0229,,6/23/23,7:54:00 AM,23/06/2023,45100.32917,45100.32917,23,6,Jun,2023,2023-06,7:54:00 AM,am,7:54:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
228,45322.26834,WF0228,,6/22/23,1:31:00 PM,22/06/2023,2023-06-22 13:31 PM,22/06/2023 13:31 PM,22,6,Jun,2023,2023-06,1:31:00 AM,pm,1:31:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Back of house,Planet Mino,Planet Mino,1272,Zone B Planet Mino,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
207,45322.26834,WF0207,,6/10/2023,7:25:00 AM,10/06/2023,45087.30903,45087.30903,10,6,Jun,2023,2023-06,7:25:00 AM,am,7:25:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Major Tenant,Zara,,2027,,,,
194,45322.26834,WF0194,,6/03/2023,10:24:00 AM,3/06/2023,45080.43333,45080.43333,3,6,Jun,2023,2023-06,10:24:00 AM,am,10:24:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Sprinkler head/pipe,Major Tenant,Babylon,,7002,,,,
192,45322.26834,WF0192,,6/03/2023,9:19:00 AM,3/06/2023,45080.38819,45080.38819,3,6,Jun,2023,2023-06,9:19:00 AM,am,9:19:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
190,45322.26834,WF0190,,6/03/2023,1:45:00 AM,3/06/2023,45080.07292,45080.07292,3,6,Jun,2023,2023-06,1:45:00 AM,am,1:45:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,Kmart,,1000p,,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
189,45322.26834,WF0189,,6/02/2023,9:41:00 PM,2/06/2023,2023-06-02 21:41 PM,02/06/2023 21:41 PM,2,6,Jun,2023,2023-06,9:41:00 AM,pm,9:41:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Speciality Retail,Babylon,,Shop 7002/2,,,,
186,45322.26834,WF0186,,6/01/2023,12:55:00 PM,1/06/2023,45078.53819,45078.53819,1,6,Jun,2023,2023-06,12:55:00 PM,pm,12:55:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Flow Switch,Valve room,,ARA Fire,,"Ground level, Zone C near HCF - Valve room 5",764 - Incorrect operation/service by servicing company personnel,Incorrect operation,Yes
184,45322.26834,WF0184,,5/31/23,8:52:00 PM,31/05/2023,2023-05-31 20:52 PM,31/05/2023 20:52 PM,31,5,May,2023,2023-05,8:52:00 AM,pm,8:52:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,Poor maintenance,Smoke/Thermal,Back of house,,,,AZF 102 lift 11,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
178,45322.26834,WF0178,,5/26/23,10:04:00 AM,26/05/2023,45072.41944,45072.41944,26,5,May,2023,2023-05,10:04:00 AM,am,10:04:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,Zara,,Shop 2027,,,,
167,45322.26834,WF0167,,5/16/23,9:12:00 PM,16/05/2023,2023-05-16 21:12 PM,16/05/2023 21:12 PM,16,5,May,2023,2023-05,9:12:00 AM,pm,9:12:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Other,Loading dock,,ARA,,,,,
161,45322.26834,WF0161,,5/14/23,5:54:00 PM,14/05/2023,2023-05-14 17:54 PM,14/05/2023 17:54 PM,14,5,May,2023,2023-05,5:54:00 AM,pm,5:54:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Common mall,,,,"Ground floor, Zone C Opposite Michael hill jewellers",732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
157,45322.26834,WF0157,,5/13/23,1:51:00 AM,13/05/2023,45059.07708,45059.07708,13,5,May,2023,2023-05,1:51:00 AM,am,1:51:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Smoke/Thermal,Common mall,,Millennium,,"Zone B jacaranda, in front of three beans",765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
145,45322.26834,WF0145,,5/02/2023,6:37:00 PM,2/05/2023,2023-05-02 18:37 PM,02/05/2023 18:37 PM,2,5,May,2023,2023-05,6:37:00 AM,pm,6:37:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Speciality Retail,Zimmerman,,4040,,"758 - Simulated conditions – eg incense, candles, sparklers, smoke machine, smokers materials, etc",Simulated conditions e.g. Smoke machine,Yes
